Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GeneID,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated
Ifrd1,#N/A,0.8819450038,#N/A,-1.06351769,3.199068966,0.6821177625,0.6959260327,1922.93638,2014.647476,1398.547602,706.7850968,1131.300357,2417.468512,2114.252915,1966.477766,2111.315257,2018.959626,1308.734835,1556.72767,793.8885266,1268.37417,2047.538562,1958.444426,2076.454689,2339.069528,1374.234237,2629.383843,4067.918564,3972.088537,961.5433979,2390.424106,1723.524656,973.0186945,915.6750079,1367.978607,2790.768473,3053.023983,3020.763909,2406.815586,1751.476997,1940.904437,2576.796042,2687.210199,2212.098324,3556.937641,5287.833166,6322.621524,1603.458361,1351.178468,1028.117953,2016.691969,2314.491601,2519.655519,599.837546,484.3270731,700.1525764,838.3867889,5727.290966,4463.849597,5612.511387,8281.817988,962.1682264,871.0019454,1593.206854,2025.225536,2015.696678,1455.578104,481.2989502,454.2231148,383.5180667,669.8897361,853.6510305,614.2941252,ENSMUSG00000001627,1,1,1,0,1,1,1,1,1,0,1,1,1
Eef1e1,#N/A,2.601050065,#N/A,#N/A,1.78531874,1.702229361,1.03145397,133.4321012,379.6234958,138.8692366,101.9652976,86.54187066,294.6175804,323.7836153,364.6364108,413.8139499,169.1865609,152.9064619,211.397462,256.7692264,198.528131,110.4566257,127.2307283,824.9909206,2337.794135,912.0106551,864.0731356,639.5111646,841.8715137,236.5914582,249.2435165,286.9149664,250.4254463,183.3494454,491.5473838,299.1914046,426.9319252,708.3170544,710.5754365,408.7642031,441.8126959,543.1940065,455.1095689,410.9966312,424.4183939,330.0568061,389.3839275,395.505438,258.8230248,278.2430544,412.4021779,261.6823654,364.1354237,154.5973057,157.9517121,159.6202765,185.1931645,568.1416177,439.3680257,617.226319,641.0235247,81.5226217,108.4344527,91.13017508,333.0733199,321.2875161,263.3814599,67.41598771,73.85096097,45.8809957,142.8923312,138.4057633,104.1842836,ENSMUSG00000001707,1,1,1,0,1,1,1,1,1,0,1,1,0
Rin2,#N/A,1.869537036,#N/A,-2.83014631,0.3674953832,-0.694995479,-0.7303773899,1341.891628,600.6700883,1314.33013,868.0122767,1579.649808,784.6745458,727.1608162,994.1140042,831.4684005,1117.656675,626.0737023,864.218743,631.4426894,720.917809,731.263772,776.1074429,2810.430063,2309.735504,1859.258086,2814.361376,3230.427892,2865.358569,1740.956013,1895.092054,1704.193506,856.0799399,1435.701213,1073.348536,1588.948946,1481.464019,1233.304989,799.397366,1235.778698,1122.2515,5017.53393,5581.880846,4706.171552,5148.506618,5185.123181,5767.749427,748.1376578,928.2983292,688.7008936,1213.640695,445.8762634,392.4177867,2247.071838,2343.968502,1921.247692,2276.142588,2514.879459,2643.764852,3343.517469,2835.69242,2064.233298,2033.807174,2268.827117,1234.467549,1234.470784,1462.092839,2206.806889,2649.105439,2202.287794,1190.332447,1518.891635,1543.106842,ENSMUSG00000001768,1,1,1,0,1,1,1,1,1,0,1,1,1
Rtcb,#N/A,#N/A,#N/A,-0.5947228789,0.3380152554,0.2671376066,0.5308227931,1940.916592,1363.521101,1618.94652,1885.050758,1515.004073,2598.322869,1610.417791,2108.494053,1550.602156,1557.541733,2292.392941,2763.556093,1977.297716,2136.684076,1530.028815,1505.866549,2727.86596,2123.528224,2300.754153,2554.210325,2802.3439,2838.557416,1767.739951,1580.645592,1377.59881,1696.715139,1569.728585,1942.32077,1531.334385,1693.394255,2108.28488,1706.588336,1845.475516,1893.651742,3537.512019,3434.502284,2874.895423,2926.15067,3732.180807,2837.635372,2125.439793,2661.597405,2760.723639,2006.721807,1800.018989,1455.53161,2725.550499,3358.873702,2484.27194,3184.77506,3579.409819,3664.998642,3843.295865,3766.335007,1890.117081,1977.385996,2058.284989,2425.845194,2381.926198,2323.899313,811.5519533,929.8868312,845.8573311,1347.645105,1267.08244,1125.386837,ENSMUSG00000001783,1,1,1,0,1,1,0,1,1,0,1,1,1
Pwp1,#N/A,0.6096140483,#N/A,#N/A,0.3587661527,0.7015094893,0.6273457699,315.1268773,78.08711149,622.6717383,117.6522664,453.5628161,652.6800358,695.4779326,724.1551176,695.1306258,434.7581927,600.7899567,594.5047398,464.6300287,1072.854041,473.5316453,552.5448774,804.8374781,917.0070831,827.0278441,1229.804971,910.7057355,1043.668431,594.6034382,465.8855605,537.2024902,822.9840659,550.0483361,743.6612164,458.8949247,700.2912154,658.3182035,842.5148075,787.3453954,936.7846735,703.140234,615.8642615,960.3794698,602.557307,760.5155077,788.5024533,836.0277551,903.8426103,576.2196588,1169.228153,716.450748,668.170826,486.9815128,613.4809593,465.8009887,507.2285687,675.182792,591.5815186,717.1819982,674.4906164,371.3808322,403.7640597,415.8468909,727.8700173,633.0129037,577.9501294,173.2334874,181.0539688,176.4653681,293.6502953,249.130374,278.1523799,ENSMUSG00000001785,1,1,1,0,1,1,1,1,1,0,1,1,0
Uba1,#N/A,#N/A,#N/A,1.100108409,0.8389421757,0.429779918,-0.4321375093,3033.92423,1130.461106,3226.245942,3350.039349,3895.426853,2186.295807,4316.599702,5204.704979,3891.387329,4410.129686,3230.299506,3814.873739,3413.982674,6550.425655,4788.499273,4016.855852,3079.576037,1419.51166,3241.783329,3740.093689,2830.733414,3090.015294,3781.892139,3461.014401,2537.467823,3184.926271,3546.900382,3328.20095,2566.37492,4438.249151,3984.283431,3478.715183,4116.100298,3984.583485,2627.688024,2816.465662,1711.618882,2254.479358,2027.656672,2377.675608,4658.175159,5335.422669,5789.823558,4844.592618,4947.829191,4043.872868,5673.721118,7229.999641,6026.390984,6481.760756,10786.4568,10444.43648,11643.58718,12579.76487,4458.58289,4693.536799,4939.883973,6426.218809,6573.963313,5982.388779,2058.321042,2603.841947,2058.762628,1679.312626,1667.119743,1636.47955,ENSMUSG00000001924,1,1,1,0,1,1,0,1,1,0,1,1,1
Ssr4,#N/A,2.105094524,#N/A,-0.9358742822,0.3039952528,1.016424138,0.8361143465,1505.606191,5701.560479,1502.475547,2435.837664,991.5821566,3606.148354,2714.682197,3401.993741,3192.416203,1120.732794,928.2746625,1513.800216,1298.693332,1084.886049,720.0135601,707.0393332,3933.821955,9839.651802,3463.567738,3839.761949,3051.872789,2776.284149,1343.660923,1406.069965,1046.934399,1117.537344,746.2644093,971.1603849,1089.622751,1662.679728,1804.125203,1452.195431,833.0510975,910.7956914,3605.021791,3561.585385,3606.365376,2814.205451,2709.697135,3193.759422,1266.903598,1909.584049,2545.627945,2207.937814,1050.54037,1207.555892,1242.962338,1438.145976,1139.108337,1364.773271,1646.787298,1612.815308,1560.558041,1578.102091,784.0262013,963.5679416,897.6845982,1746.888042,1864.615049,1741.2958,148.4858463,138.1727657,127.055065,291.0284177,245.5586123,204.4370849,ENSMUSG00000002014,1,1,1,0,1,1,1,1,1,0,1,1,1
Fam98a,#N/A,#N/A,#N/A,#N/A,0.5367115851,0.4163854554,0.7121644708,302.8246268,56.4629883,241.0053203,124.6242526,272.1376897,169.9155847,421.1505259,301.9445367,185.3041585,248.1402893,157.7224135,241.3656846,286.4636267,219.5841449,265.9140989,255.3702476,317.2541917,135.1915867,422.8413037,347.1496175,386.9939057,318.4607598,277.6601641,489.0220894,303.1938297,173.2017404,265.9103067,217.0565837,317.3854765,424.8842901,693.7340562,514.8222519,381.1683075,360.3017975,306.3905008,343.2329923,414.1181246,255.040411,327.7487165,382.0829789,465.1744176,326.0762518,414.4045491,470.4103964,260.4120627,407.5690526,385.7202776,431.0947282,444.0345873,544.6321142,669.3014088,585.1043487,704.6875383,659.0442664,390.5034224,415.2246116,394.8974253,607.9170385,528.7857036,468.130298,157.8728826,181.0539688,168.2303176,331.667521,286.6338711,214.2657909,ENSMUSG00000002017,1,1,1,0,1,1,0,1,1,0,1,1,0
Spi1,#N/A,5.651781935,#N/A,-3.253445165,1.699303879,1.357357008,2.586984114,227.1184701,295.5296835,214.1274035,155.9981903,4.170692562,513.3930114,826.8459866,1658.1361,291.8780528,17.43134263,127.6227162,384.7271818,103.9304012,0,3.068239603,0,5408.273813,4855.418589,5702.139346,5430.230878,5478.42917,4273.995643,347.2984046,616.2729987,71.22002711,145.6218454,10.72218979,44.00803588,115.229122,757.6249992,1030.184657,276.8139746,18.10980647,30.71425159,6821.602743,7624.986095,5635.336087,5936.016895,7513.98554,6810.973866,124.3323328,677.6272107,2170.690495,1256.240481,0,1.51512659,129.8617368,143.9891299,121.1663008,93.05272303,376.4085252,401.5845345,366.0876751,442.7953665,79.50971746,178.0793451,201.1148691,458.8492589,299.2946206,417.8737651,24.74764106,17.4701198,31.76376626,102.2532278,154.4786907,180.8481905,ENSMUSG00000002111,1,0,1,0,0,1,1,1,1,0,1,0,1
Napsa,#N/A,#N/A,#N/A,#N/A,1.787720485,1.03320656,2.769010593,264.0252215,295.5296835,98.55236146,417.4476712,28.15217479,137.0992701,247.2810427,374.8718188,348.5254381,19.48208883,0,118.2529864,0,0,0,0,47.45810655,107.1329555,140.9471012,54.05736137,81.43308053,34.68384513,6.249585687,26.29151018,0,3.309587396,2.144437958,0.7458989131,5.053908862,46.07179049,80.20648999,62.95146464,11.21083257,7.087904213,84.12756123,7.603262488,0,13.62811357,5.770223883,0,34.29857457,60.12030892,180.5619821,274.6326592,11.4327247,15.1512659,71.1147606,90.75678488,334.4770339,77.54393586,486.9785294,603.4563301,443.5533264,449.2313457,93.60004713,115.4871,119.4119535,250.387286,191.2425691,231.7384577,5.973568531,5.558674482,4.705743149,27.52971518,39.28937797,44.22917701,ENSMUSG00000002204,1,1,1,0,0,1,0,0,0,0,0,1,0
Rmnd5a,#N/A,-2.148780005,#N/A,#N/A,-0.6896858077,-0.6411552685,-0.8192225678,667.160506,591.0593669,374.4989736,300.6669031,340.9541169,337.6434152,275.8729133,153.5311203,516.5473435,294.2820786,204.6779411,598.5544996,606.1151127,635.6910861,527.7372117,619.7954052,64.36099381,98.20520918,147.1653557,116.5611854,131.4882768,163.9599952,195.5227522,326.0147263,336.7689854,398.2536834,170.4828176,149.1797826,307.2776588,371.6457766,276.0353227,329.4172533,175.9238343,101.5932937,425.8308655,409.489994,330.8783006,243.3591708,186.9552538,373.1595972,408.3674035,317.9243455,288.1098294,348.0493106,325.1975027,580.798526,2851.547303,3184.341423,2899.284658,3657.336928,1858.517093,1939.912388,2234.00943,1773.755858,3029.42088,2570.689952,2860.649519,1674.683336,1659.9855,2088.438149,2399.667816,2739.632423,2029.351733,1199.509019,1497.461065,1365.207264,ENSMUSG00000002222,1,1,1,0,1,1,1,1,0,0,1,1,0
Ppm1j,#N/A,-1.751193846,6.367882679,2.732421685,1.646721501,2.336909551,1.85044398,150.4659864,115.328657,114.6791115,115.0377716,32.32286736,107.1999612,110.503716,207.2670124,282.2768011,257.3686471,75.85123701,131.2122178,54.14861237,101.2694001,80.7969762,70.8856915,14.95255412,0,31.09127233,52.36806882,32.87206921,21.2832686,0,0,0,0,0,0,0,24.57162159,32.29092454,25.00811609,4.311858683,2.362634738,0,19.5512464,12.48597361,12.65467688,13.84853732,15.4131138,41.80138776,44.83548462,58.21397238,73.41665146,80.02907292,191.9160347,28.60050155,43.63306965,28.29632174,38.31582713,121.156494,91.75990708,86.21177331,133.8683666,28.18065935,28.21058933,42.94640435,229.4246295,186.4615049,85.62224139,8.53366933,13.49963803,11.76435787,22.28595991,64.29170941,34.40047101,ENSMUSG00000002228,1,1,1,0,1,1,1,0,0,1,0,1,1
Ipo4,1.647698749,1.158706678,#N/A,0.7453631656,0.8585860227,1.42476478,0.9415887179,277.2737989,70.87907043,304.61639,137.6967266,180.3824533,207.107408,548.6548135,871.2891079,802.6646453,615.2238576,244.4095415,195.1984227,395.6342162,377.0029154,187.1626158,269.9109023,460.9287334,621.1160632,829.1005956,507.6324091,601.409448,711.8070944,369.6183535,308.1364994,323.5424089,332.0619354,350.6156061,754.1038012,412.3989631,619.4096277,405.1990208,437.2108571,499.3132354,748.9552118,296.0043821,523.5389313,294.4608775,391.3215467,336.9810747,369.9147312,363.3505243,781.5640159,656.1405361,842.9319242,583.0689598,481.8102555,333.9301802,340.3379433,359.1456221,345.7547258,686.9455584,603.4563301,569.7473714,641.0235247,287.8453062,269.7637604,328.9066089,924.68607,829.9927499,625.4146328,86.19006023,104.0266224,69.40971145,214.9939662,163.4080948,123.8416956,ENSMUSG00000002319,1,1,1,1,1,1,1,1,1,0,1,1,1
Snrpd1,#N/A,1.26635223,#N/A,#N/A,0.6158679144,1.126035566,1.116448295,337.8387243,1738.339236,387.9379319,827.051858,247.1135343,567.3576177,553.2913331,949.3340941,753.6982614,321.9671522,356.3804152,446.2835308,427.9487107,359.9575708,188.1853623,255.3702476,548.693725,2235.762749,596.9524288,645.3097513,440.0374719,428.8184489,398.1878881,460.6272584,404.9367256,558.2170742,350.6156061,676.5303142,462.9380517,567.1949318,672.9012017,758.866971,507.0745811,582.3894628,433.1011486,473.5746349,460.9405256,259.9075944,283.895015,453.4700323,452.3124521,405.5573381,433.1514216,526.605858,265.4932736,353.5295376,679.4551584,811.5750955,749.4897528,874.8780528,1124.520469,1135.663791,1185.724244,1327.098904,400.5679436,423.1588399,427.3690969,959.6238309,983.943018,788.2830267,194.5676607,206.4650522,175.2889323,496.8458121,448.2560851,307.6384979,ENSMUSG00000002477,1,1,1,0,1,1,1,1,1,0,1,1,0
Lcp2,#N/A,6.967987247,#N/A,-3.774972098,3.100916787,1.538787718,3.246941928,103.1496385,12.01340177,61.81920855,201.3161003,3.128019422,168.4570819,192.4155614,681.9340595,151.6997775,86.13134007,0,123.9226501,40.17477692,0,0,3.635163667,3690.680423,1907.986921,2939.161611,4042.477055,4656.62744,3812.069888,127.6701076,317.601443,40.69715835,26.47669917,27.87769345,1.491797826,58.6253428,371.6457766,471.8641554,163.8462778,12.93557605,20.08239527,4236.497806,3923.283444,3703.131672,4875.944347,3830.274613,5772.616726,19.2929482,360.7218535,620.6201462,923.5996029,0,0,68.79580102,74.17621841,75.45685798,65.68427508,541.0872549,473.9129319,633.4691169,792.912633,62.40003142,96.97390081,101.6049078,289.9834149,235.22836,234.5304873,43.52171358,35.73433596,57.64535358,429.9879324,420.5749324,432.4630641,ENSMUSG00000002699,1,0,1,0,0,1,1,0,1,0,1,0,1
Ggct,#N/A,#N/A,#N/A,-1.729012335,1.911203759,0.6892652992,2.547241072,152.3586404,0,78.84188917,159.4841834,107.3953335,315.0366206,57.95649438,138.1780083,160.340904,95.35969794,19.26380623,42.117502,0,43.11469511,32.7278891,24.53735475,70.21199325,77.79893194,66.32804764,59.96988526,55.28484367,74.88557472,50.88948345,114.6309844,121.0740461,94.8748387,30.02213141,58.92601414,60.64690634,161.7631755,128.1220554,252.6682074,66.40262371,75.6043116,79.97311376,107.5318552,81.15882844,137.2545723,116.5585224,237.6864391,56.80701413,17.32280087,97.6810723,9.970162544,12.70302745,34.84791156,95.07734298,103.8467058,142.2071554,104.9123838,392.8763981,417.7774593,432.3083125,438.933779,85.54843018,99.61864355,90.0827018,139.7510433,174.9869507,129.3640386,60.58905224,46.85168492,70.58614724,470.6270358,230.3786254,336.1417453,ENSMUSG00000002797,1,0,1,0,0,1,0,1,1,0,1,0,1
Epdr1,#N/A,-3.270803595,#N/A,4.79495305,-0.5603467204,-0.5607637281,-1.695396357,186.4264109,158.5769033,292.9692927,132.467737,198.1078967,143.662533,235.6897438,152.2516943,120.0156467,159.958203,573.0982352,704.6582066,974.6750227,475.2643136,551.2603819,674.3228602,31.85544138,183.6564951,97.41931998,72.63957933,4.482554892,22.07153781,3716.717888,4108.837212,4641.51091,4160.151357,4552.641784,4160.624138,4443.396671,3013.095098,3668.665685,3299.346626,5172.505676,4089.720731,11.42473054,83.63588736,27.05294281,24.33591708,105.0180747,21.90284592,1122.206487,767.2981799,1860.873761,2452.659986,470.0120156,896.4498989,313.059544,308.9221331,311.2595392,292.8423931,216.434902,209.4284938,212.4058183,193.0793749,217.3936579,256.5400467,208.4471821,160.7136998,157.7751195,145.1855398,197.1277615,159.6133673,195.2883407,58.99224682,41.07525879,70.76668322,ENSMUSG00000002808,1,1,1,0,1,1,1,1,1,0,1,1,1
Mcm2,#N/A,2.14709926,#N/A,#N/A,-1.320376592,0.6658989269,1.744318358,293.3613572,26.42948389,259.819862,27.01644636,386.8317351,140.7455273,229.5077178,411.9751729,394.6114464,413.2253577,99.9309948,216.2571737,33.1878592,165.4401092,191.2536019,130.865892,415.42096,159.4240409,798.0093232,840.42304,770.2523489,724.4194017,231.2346704,163.0073631,57.99345065,207.4008102,94.35527014,44.00803588,64.69003343,276.4307429,260.4106818,133.6640688,118.1449279,209.0931743,180.7184649,143.3758069,410.9966312,402.0293502,213.4982837,318.8080907,269.0294443,491.1523542,403.5510967,294.5729842,151.1660266,128.2807179,439.0563481,513.9975605,333.7514872,375.8600185,149.3871334,216.985192,151.1829648,146.7403249,324.0775825,339.4086528,271.2955787,476.3181394,523.0484265,484.8824757,161.2863503,196.9358959,148.2309092,625.3178163,550.944232,526.8186418,ENSMUSG00000002870,1,1,1,0,1,1,1,1,1,0,1,1,0
Il17ra,#N/A,3.627934465,#N/A,-2.475126315,2.650568579,0.9530666436,1.40637679,920.7761309,217.442572,582.3548632,316.3538719,442.0934116,328.8923979,760.3892063,1290.940837,962.0454241,833.6283271,95.11504324,258.3746757,496.0711585,144.3840953,240.3454355,157.2208286,2798.728064,1251.159873,2294.535898,3194.452198,4171.017327,3503.068358,617.8161851,1147.361504,644.0325309,357.4354388,823.4641757,683.9893034,825.808708,1382.153715,1351.010617,819.2313891,1348.749396,1193.130543,3945.686483,4075.348693,3003.91715,4005.691952,5282.062942,4917.594518,576.6447849,876.3299266,1025.15792,1040.522418,443.3356579,575.2430619,299.1457865,333.3566521,625.4212652,312.9125882,2578.398397,2535.81202,2181.532698,2576.966057,530.4002671,990.0153691,867.3078731,1441.76493,2011.871827,1169.860407,157.8728826,150.084211,155.2895239,423.4332383,382.1784948,422.6343581,ENSMUSG00000002897,1,1,1,0,1,1,1,1,1,0,1,1,1
Lamb1,#N/A,-2.914814843,#N/A,7.946240723,-0.4200828742,0.9166680926,1.297912376,1.892653918,148.9661819,180.9779729,58.39038408,56.30434959,80.21765803,227.189458,273.7971646,277.4761752,89.20745936,8.427915224,67.22601281,222.7080025,63.16804168,265.9140989,300.8097934,0.6501110486,0,0,59.12523899,8.965109784,53.60230611,34.81912026,70.46124729,27.47058189,22.06391598,375.2766426,246.8925402,15.16172659,130.0248309,21.87449727,63.81381347,257.8491492,545.7686244,0,19.5512464,0,0,0,0,274.3885966,688.8360818,312.7767669,354.3939595,1669.177807,1481.793805,426.6885636,584.6831333,465.8009887,490.8074999,431.6935273,304.4269858,347.3459852,387.4459457,480.0776611,939.7652569,785.6049575,1455.740035,1300.44947,1409.044277,674.1598771,870.3296046,670.5683988,2547.154124,1351.911778,1553.918419,ENSMUSG00000002900,1,0,1,0,0,1,1,1,1,0,0,1,1
Relb,#N/A,#N/A,#N/A,#N/A,3.23589526,0.8353556716,0.9400535779,845.0699742,186.2077274,745.4142249,751.2315086,314.8872884,486.4107082,1395.592385,1132.292012,961.085299,1069.464139,876.5031833,846.3997999,751.9670202,850.2618943,416.2578394,451.6690856,672.8649353,202.78738,955.5384364,815.9282981,738.8744647,711.0188252,230.3418725,312.343141,167.8757782,98.18442609,98.64414605,325.2119261,337.601112,521.1231413,248.9526118,219.8989518,285.4450448,388.6534143,633.5532389,799.4287416,526.491887,517.8683155,890.9225675,723.605132,749.2094883,781.5640159,962.0105605,822.0852207,675.8010602,686.3523451,450.651146,569.8478897,194.4465186,323.8599674,3497.070454,3026.997405,3742.09074,4224.576723,432.7744115,457.5404956,649.4334316,1083.070586,951.4317813,712.8982272,87.8967941,123.8790313,104.7027851,114.0516772,266.9891821,224.0944969,ENSMUSG00000002983,1,1,1,0,1,1,0,1,1,0,1,1,0
Hmgn2,#N/A,0.9534176027,#N/A,#N/A,-1.673216413,0.5370702128,0.6443472513,435.310401,1850.063872,413.9199181,755.5889999,373.2769843,913.7520501,419.6050193,633.3158714,450.2987065,320.9417791,595.9740051,658.4909448,357.2061687,500.3309968,450.0084751,388.9625124,1038.877456,1928.393198,671.5714824,738.2208411,672.3832338,665.2992112,679.419244,1005.387349,745.7754268,1230.063316,643.3313873,831.6772882,645.8895525,1132.342228,1118.724289,1666.057941,701.9705935,733.598086,723.9124713,649.5358525,683.6070549,567.5135864,648.5731644,575.9637262,736.3475228,613.4309486,793.2887084,523.8867228,628.7998586,548.9808677,892.0264537,1011.414555,871.3816003,967.0184942,221.1400085,329.2561372,259.8847659,362.9892249,502.2196077,573.0275957,526.8790582,726.7054253,842.4235169,755.7093479,135.6853423,119.1144532,136.4665513,216.304905,206.2692344,188.7111553,ENSMUSG00000003038,1,1,1,0,1,1,1,1,1,0,1,1,0
